id,pred
2013_1112_1247,0.874964475632
2013_1112_1251,0.979875028133
2013_1112_1254,0.971245765686
2013_1112_1257,0.559901893139
2013_1112_1266,0.719160974026
2013_1112_1272,0.504818975925
2013_1112_1274,0.704542517662
2013_1112_1276,0.723698675632
2013_1112_1277,0.441623479128
2013_1112_1278,0.716912925243
2013_1112_1279,0.690599143505
2013_1112_1281,0.689063429832
2013_1112_1285,0.926044046879
2013_1112_1292,0.851728618145
2013_1112_1299,0.987665772438
2013_1112_1301,0.712276220322
2013_1112_1307,0.718430280685
2013_1112_1308,0.919333279133
2013_1112_1314,0.340679764748
2013_1112_1322,0.949525654316
2013_1112_1323,0.554738998413
2013_1112_1326,0.521778583527
2013_1112_1328,0.493251860142
2013_1112_1329,0.642710864544
2013_1112_1332,0.641939759254
2013_1112_1334,0.883373081684
2013_1112_1338,0.623622834682
2013_1112_1355,0.886126339436
2013_1112_1361,0.755549788475
2013_1112_1380,0.99029737711
2013_1112_1387,0.812019348145
2013_1112_1388,0.740874528885
2013_1112_1393,0.345666825771
2013_1112_1396,0.704095184803
2013_1112_1417,0.483854472637
2013_1112_1424,0.65789526701
2013_1112_1433,0.745417177677
2013_1112_1434,0.907359182835
2013_1112_1437,0.540757715702
2013_1112_1443,0.859066843987
2013_1112_1455,0.662732899189
2013_1112_1458,0.432715445757
2013_1125_1129,0.393683731556
2013_1125_1137,0.523494124413
2013_1125_1139,0.162432014942
2013_1125_1143,0.191375777125
2013_1125_1153,0.246252983809
2013_1125_1160,0.324759095907
2013_1125_1161,0.424795389175
2013_1125_1166,0.263484239578
2013_1125_1172,0.42085981369
2013_1125_1181,0.061496835202
2013_1125_1195,0.7822894454
2013_1125_1196,0.178038179874
2013_1125_1207,0.237246468663
2013_1125_1211,0.131462946534
2013_1125_1217,0.450935155153
2013_1125_1228,0.15081101656
2013_1125_1231,0.192805230618
2013_1125_1233,0.540750980377
2013_1125_1235,0.175114437938
2013_1125_1241,0.485522985458
2013_1125_1242,0.089289329946
2013_1125_1243,0.15062764287
2013_1125_1247,0.482770234346
2013_1125_1251,0.818125486374
2013_1125_1254,0.784104287624
2013_1125_1257,0.0867363214493
2013_1125_1266,0.25833439827
2013_1125_1272,0.14008410275
2013_1125_1274,0.229656398296
2013_1125_1276,0.235200732946
2013_1125_1277,0.118853963912
2013_1125_1278,0.208410710096
2013_1125_1279,0.29342648387
2013_1125_1281,0.166257724166
2013_1125_1285,0.516877233982
2013_1125_1292,0.590383470058
2013_1125_1299,0.950426399708
2013_1125_1301,0.205170735717
2013_1125_1307,0.281701862812
2013_1125_1308,0.64708930254
2013_1125_1314,0.111897714436
2013_1125_1322,0.740119159222
2013_1125_1323,0.12064807862
2013_1125_1326,0.115494310856
2013_1125_1328,0.101898640394
2013_1125_1329,0.23169054091
2013_1125_1332,0.270774036646
2013_1125_1334,0.524983525276
2013_1125_1338,0.130757138133
2013_1125_1355,0.543635606766
2013_1125_1361,0.218981906772
2013_1125_1380,0.936296522617
2013_1125_1387,0.42328774929
2013_1125_1388,0.22741381824
2013_1125_1393,0.0849411711097
2013_1125_1396,0.306646168232
2013_1125_1417,0.189623862505
2013_1125_1424,0.159807965159
2013_1125_1433,0.155768960714
2013_1125_1434,0.535353422165
2013_1125_1437,0.12224753201
2013_1125_1443,0.583164811134
2013_1125_1455,0.266308158636
2013_1125_1458,0.107811540365
2013_1129_1137,0.664990365505
2013_1129_1139,0.352042496204
2013_1129_1143,0.336458086967
2013_1129_1153,0.240883812308
2013_1129_1160,0.245919346809
2013_1129_1161,0.441598564386
2013_1129_1166,0.314140409231
2013_1129_1172,0.479166060686
2013_1129_1181,0.0593692623079
2013_1129_1195,0.805773735046
2013_1129_1196,0.13452257216
2013_1129_1207,0.162443310022
2013_1129_1211,0.193171128631
2013_1129_1217,0.693561732769
2013_1129_1228,0.249936625361
2013_1129_1231,0.263002276421
2013_1129_1233,0.617953777313
2013_1129_1235,0.234763786197
2013_1129_1241,0.709612905979
2013_1129_1242,0.0893705263734
2013_1129_1243,0.260981231928
2013_1129_1247,0.550389707088
2013_1129_1251,0.903474509716
2013_1129_1254,0.794040560722
2013_1129_1257,0.13710577786
2013_1129_1266,0.15990743041
2013_1129_1272,0.268600165844
2013_1129_1274,0.321406185627
2013_1129_1276,0.245370671153
2013_1129_1277,0.115758404136
2013_1129_1278,0.301349818707
2013_1129_1279,0.253649443388
2013_1129_1281,0.179901093245
2013_1129_1285,0.639903306961
2013_1129_1292,0.576274096966
2013_1129_1299,0.938738107681
2013_1129_1301,0.179402843118
2013_1129_1307,0.275060683489
2013_1129_1308,0.443620204926
2013_1129_1314,0.0714424923062
2013_1129_1322,0.814730584621
2013_1129_1323,0.152230203152
2013_1129_1326,0.154060572386
2013_1129_1328,0.204299390316
2013_1129_1329,0.169535756111
2013_1129_1332,0.34233301878
2013_1129_1334,0.561123073101
2013_1129_1338,0.13080561161
2013_1129_1355,0.80662560463
2013_1129_1361,0.300576984882
2013_1129_1380,0.936304748058
2013_1129_1387,0.393887072802
2013_1129_1388,0.33010840416
2013_1129_1393,0.122579433024
2013_1129_1396,0.326970458031
2013_1129_1417,0.233325392008
2013_1129_1424,0.374028354883
2013_1129_1433,0.292192399502
2013_1129_1434,0.540045917034
2013_1129_1437,0.153768494725
2013_1129_1443,0.529634773731
2013_1129_1455,0.287872225046
2013_1129_1458,0.101880416274
2013_1137_1139,0.142828434706
2013_1137_1143,0.157312318683
2013_1137_1153,0.141644269228
2013_1137_1160,0.22265009582
2013_1137_1161,0.361129015684
2013_1137_1166,0.16385500133
2013_1137_1172,0.317127257586
2013_1137_1181,0.030138252303
2013_1137_1195,0.711979568005
2013_1137_1196,0.0919756814837
2013_1137_1207,0.121013186872
2013_1137_1211,0.0963832587004
2013_1137_1217,0.506988167763
2013_1137_1228,0.0824462547898
2013_1137_1231,0.12999342382
2013_1137_1233,0.448075324297
2013_1137_1235,0.112195082009
2013_1137_1241,0.477620214224
2013_1137_1242,0.0716507136822
2013_1137_1243,0.150120392442
2013_1137_1247,0.376883745193
2013_1137_1251,0.837890923023
2013_1137_1254,0.715130507946
2013_1137_1257,0.0625326260924
2013_1137_1266,0.0970939472318
2013_1137_1272,0.133176624775
2013_1137_1274,0.215366542339
2013_1137_1276,0.13880674541
2013_1137_1277,0.0620187036693
2013_1137_1278,0.157250657678
2013_1137_1279,0.130168601871
2013_1137_1281,0.106942266226
2013_1137_1285,0.436597585678
2013_1137_1292,0.378531098366
2013_1137_1299,0.881061077118
2013_1137_1301,0.121467165649
2013_1137_1307,0.162153482437
2013_1137_1308,0.490760922432
2013_1137_1314,0.0450272075832
2013_1137_1322,0.607171475887
2013_1137_1323,0.107754789293
2013_1137_1326,0.106368966401
2013_1137_1328,0.0700059831142
2013_1137_1329,0.0876092985272
2013_1137_1332,0.150444030762
2013_1137_1334,0.390000700951
2013_1137_1338,0.139178469777
2013_1137_1355,0.522887289524
2013_1137_1361,0.176862731576
2013_1137_1380,0.857412874699
2013_1137_1387,0.199860796332
2013_1137_1388,0.232405349612
2013_1137_1393,0.064739830792
2013_1137_1396,0.308220714331
2013_1137_1417,0.130725249648
2013_1137_1424,0.171968474984
2013_1137_1433,0.184836432338
2013_1137_1434,0.421413391829
2013_1137_1437,0.0940614417195
2013_1137_1443,0.379562646151
2013_1137_1455,0.204516559839
2013_1137_1458,0.0513253770769
2013_1139_1143,0.624289751053
2013_1139_1153,0.431710392237
2013_1139_1160,0.628762066364
2013_1139_1161,0.756690621376
2013_1139_1166,0.505995571613
2013_1139_1172,0.663368940353
2013_1139_1181,0.120502516627
2013_1139_1195,0.9439702034
2013_1139_1196,0.401831358671
2013_1139_1207,0.395336061716
2013_1139_1211,0.477836757898
2013_1139_1217,0.830486536026
2013_1139_1228,0.33195656538
2013_1139_1231,0.369116574526
2013_1139_1233,0.846304833889
2013_1139_1235,0.404189348221
2013_1139_1241,0.834913730621
2013_1139_1242,0.166618227959
2013_1139_1243,0.376782000065
2013_1139_1247,0.791087806225
2013_1139_1251,0.946612894535
2013_1139_1254,0.912145078182
2013_1139_1257,0.240506112576
2013_1139_1266,0.665587604046
2013_1139_1272,0.323682069778
2013_1139_1274,0.60698980093
2013_1139_1276,0.474039256573
2013_1139_1277,0.279337584972
2013_1139_1278,0.504422128201
2013_1139_1279,0.586268007755
2013_1139_1281,0.446973830462
2013_1139_1285,0.783068060875
2013_1139_1292,0.83863568306
2013_1139_1299,0.972779929638
2013_1139_1301,0.485128879547
2013_1139_1307,0.492583364248
2013_1139_1308,0.870044291019
2013_1139_1314,0.317458599806
2013_1139_1322,0.926565945148
2013_1139_1323,0.600748956203
2013_1139_1326,0.371969074011
2013_1139_1328,0.324721813202
2013_1139_1329,0.374979227781
2013_1139_1332,0.553658008575
2013_1139_1334,0.759419858456
2013_1139_1338,0.346777766943
2013_1139_1355,0.880828559399
2013_1139_1361,0.475883990526
2013_1139_1380,0.974413514137
2013_1139_1387,0.509065628052
2013_1139_1388,0.620816707611
2013_1139_1393,0.206291541457
2013_1139_1396,0.672538399696
2013_1139_1417,0.505964338779
2013_1139_1424,0.458826482296
2013_1139_1433,0.427401512861
2013_1139_1434,0.772727787495
2013_1139_1437,0.223778128624
2013_1139_1443,0.713317751884
2013_1139_1455,0.550886750221
2013_1139_1458,0.246330440044
2013_1143_1153,0.448222905397
2013_1143_1160,0.512776494026
2013_1143_1161,0.684673130512
2013_1143_1166,0.497999787331
2013_1143_1172,0.721186697483
2013_1143_1181,0.180310487747
2013_1143_1195,0.888744413853
2013_1143_1196,0.399630606174
2013_1143_1207,0.35811907053
2013_1143_1211,0.337863206863
2013_1143_1217,0.811302006245
2013_1143_1228,0.407455176115
2013_1143_1231,0.501468896866
2013_1143_1233,0.851858437061
2013_1143_1235,0.549090862274
2013_1143_1241,0.883148372173
2013_1143_1242,0.153254061937
2013_1143_1243,0.393463045359
2013_1143_1247,0.840757906437
2013_1143_1251,0.941850364208
2013_1143_1254,0.921132862568
2013_1143_1257,0.239299729466
2013_1143_1266,0.369949042797
2013_1143_1272,0.349344015121
2013_1143_1274,0.45606392622
2013_1143_1276,0.41522616148
2013_1143_1277,0.286375820637
2013_1143_1278,0.533294320107
2013_1143_1279,0.545086443424
2013_1143_1281,0.409732937813
2013_1143_1285,0.861154258251
2013_1143_1292,0.801870644093
2013_1143_1299,0.981686115265
2013_1143_1301,0.453811734915
2013_1143_1307,0.532315254211
2013_1143_1308,0.784978806973
2013_1143_1314,0.28366202116
2013_1143_1322,0.925578296185
2013_1143_1323,0.322493553162
2013_1143_1326,0.289356082678
2013_1143_1328,0.446972817183
2013_1143_1329,0.516231298447
2013_1143_1332,0.651407420635
2013_1143_1334,0.877007484436
2013_1143_1338,0.299990713596
2013_1143_1355,0.90560233593
2013_1143_1361,0.475450754166
2013_1143_1380,0.982366263866
2013_1143_1387,0.754458963871
2013_1143_1388,0.572213172913
2013_1143_1393,0.283469378948
2013_1143_1396,0.625955343246
2013_1143_1417,0.466237306595
2013_1143_1424,0.385335624218
2013_1143_1433,0.561800181866
2013_1143_1434,0.787517130375
2013_1143_1437,0.321860998869
2013_1143_1443,0.731710553169
2013_1143_1455,0.555506467819
2013_1143_1458,0.311575204134
2013_1153_1160,0.613024890423
2013_1153_1161,0.743354976177
2013_1153_1166,0.513555467129
2013_1153_1172,0.771120369434
2013_1153_1181,0.216256842017
2013_1153_1195,0.907673418522
2013_1153_1196,0.367499172688
2013_1153_1207,0.445744812489
2013_1153_1211,0.427969247103
2013_1153_1217,0.893476724625
2013_1153_1228,0.445137917995
2013_1153_1231,0.511591672897
2013_1153_1233,0.86989569664
2013_1153_1235,0.455441087484
2013_1153_1241,0.901504814625
2013_1153_1242,0.251540482044
2013_1153_1243,0.525542974472
2013_1153_1247,0.866949617863
2013_1153_1251,0.949078977108
2013_1153_1254,0.943287670612
2013_1153_1257,0.44996213913
2013_1153_1266,0.440740227699
2013_1153_1272,0.525015711784
2013_1153_1274,0.607612788677
2013_1153_1276,0.437281906605
2013_1153_1277,0.357056170702
2013_1153_1278,0.680180072784
2013_1153_1279,0.500440597534
2013_1153_1281,0.51460647583
2013_1153_1285,0.878163814545
2013_1153_1292,0.870916247368
2013_1153_1299,0.980951309204
2013_1153_1301,0.575139403343
2013_1153_1307,0.533355236053
2013_1153_1308,0.838354766369
2013_1153_1314,0.236453101039
2013_1153_1322,0.940157294273
2013_1153_1323,0.392218470573
2013_1153_1326,0.343492865562
2013_1153_1328,0.478935241699
2013_1153_1329,0.50757086277
2013_1153_1332,0.592150270939
2013_1153_1334,0.86280554533
2013_1153_1338,0.440591752529
2013_1153_1355,0.928116440773
2013_1153_1361,0.642186820507
2013_1153_1380,0.983098208904
2013_1153_1387,0.787391066551
2013_1153_1388,0.647216200829
2013_1153_1393,0.276263326406
2013_1153_1396,0.591974496841
2013_1153_1417,0.476527482271
2013_1153_1424,0.638477623463
2013_1153_1433,0.548379659653
2013_1153_1434,0.852343082428
2013_1153_1437,0.390721082687
2013_1153_1443,0.737499535084
2013_1153_1455,0.556842684746
2013_1153_1458,0.325324296951
2013_1160_1161,0.634667277336
2013_1160_1166,0.465219080448
2013_1160_1172,0.634554445744
2013_1160_1181,0.122110366821
2013_1160_1195,0.902098953724
2013_1160_1196,0.319916218519
2013_1160_1207,0.195969611406
2013_1160_1211,0.320266872644
2013_1160_1217,0.80281329155
2013_1160_1228,0.380609661341
2013_1160_1231,0.399295538664
2013_1160_1233,0.768391191959
2013_1160_1235,0.473163723946
2013_1160_1241,0.86613792181
2013_1160_1242,0.135162994266
2013_1160_1243,0.418999969959
2013_1160_1247,0.70478707552
2013_1160_1251,0.936884999275
2013_1160_1254,0.894503593445
2013_1160_1257,0.224791780114
2013_1160_1266,0.277406185865
2013_1160_1272,0.421850889921
2013_1160_1274,0.478465437889
2013_1160_1276,0.290307015181
2013_1160_1277,0.238311856985
2013_1160_1278,0.468935012817
2013_1160_1279,0.444700777531
2013_1160_1281,0.299369633198
2013_1160_1285,0.773926198483
2013_1160_1292,0.774526655674
2013_1160_1299,0.966110050678
2013_1160_1301,0.335787147284
2013_1160_1307,0.371131032705
2013_1160_1308,0.607095718384
2013_1160_1314,0.104824095964
2013_1160_1322,0.905582666397
2013_1160_1323,0.40853369236
2013_1160_1326,0.287896603346
2013_1160_1328,0.352265536785
2013_1160_1329,0.333786547184
2013_1160_1332,0.578382790089
2013_1160_1334,0.784283399582
2013_1160_1338,0.234160214663
2013_1160_1355,0.884528398514
2013_1160_1361,0.421178042889
2013_1160_1380,0.970127165318
2013_1160_1387,0.623782455921
2013_1160_1388,0.502379834652
2013_1160_1393,0.186985999346
2013_1160_1396,0.420435905457
2013_1160_1417,0.321078211069
2013_1160_1424,0.418023496866
2013_1160_1433,0.388026416302
2013_1160_1434,0.668819308281
2013_1160_1437,0.273242682219
2013_1160_1443,0.600317955017
2013_1160_1455,0.456074416637
2013_1160_1458,0.222955361009
2013_1161_1166,0.280277729034
2013_1161_1172,0.496560364962
2013_1161_1181,0.0642838329077
2013_1161_1195,0.797274768353
2013_1161_1196,0.187786340714
2013_1161_1207,0.210520729423
2013_1161_1211,0.203254550695
2013_1161_1217,0.71799737215
2013_1161_1228,0.188949257135
2013_1161_1231,0.27846878767
2013_1161_1233,0.697871446609
2013_1161_1235,0.209319084883
2013_1161_1241,0.807206809521
2013_1161_1242,0.115151755512
2013_1161_1243,0.25915196538
2013_1161_1247,0.647831916809
2013_1161_1251,0.874594807625
2013_1161_1254,0.827434659004
2013_1161_1257,0.16427809
2013_1161_1266,0.253327071667
2013_1161_1272,0.196202024817
2013_1161_1274,0.33067497611
2013_1161_1276,0.305244654417
2013_1161_1277,0.113327600062
2013_1161_1278,0.272700607777
2013_1161_1279,0.426356554031
2013_1161_1281,0.277397274971
2013_1161_1285,0.747430086136
2013_1161_1292,0.573120057583
2013_1161_1299,0.951826870441
2013_1161_1301,0.304117232561
2013_1161_1307,0.251626670361
2013_1161_1308,0.671717703342
2013_1161_1314,0.0765365436673
2013_1161_1322,0.786266326904
2013_1161_1323,0.190393775702
2013_1161_1326,0.198174491525
2013_1161_1328,0.166954085231
2013_1161_1329,0.238987058401
2013_1161_1332,0.285050749779
2013_1161_1334,0.613129734993
2013_1161_1338,0.208485886455
2013_1161_1355,0.75191706419
2013_1161_1361,0.247104600072
2013_1161_1380,0.950128793716
2013_1161_1387,0.546744406223
2013_1161_1388,0.334352016449
2013_1161_1393,0.11292552948
2013_1161_1396,0.263510853052
2013_1161_1417,0.193213775754
2013_1161_1424,0.307815819979
2013_1161_1433,0.318835914135
2013_1161_1434,0.557912051678
2013_1161_1437,0.168537244201
2013_1161_1443,0.488639593124
2013_1161_1455,0.271105647087
2013_1161_1458,0.132510900497
2013_1166_1172,0.704335510731
2013_1166_1181,0.130366191268
2013_1166_1195,0.912907540798
2013_1166_1196,0.330673158169
2013_1166_1207,0.311975508928
2013_1166_1211,0.2824639678
2013_1166_1217,0.816177010536
2013_1166_1228,0.359026432037
2013_1166_1231,0.394246041775
2013_1166_1233,0.789305865765
2013_1166_1235,0.450176179409
2013_1166_1241,0.850187599659
2013_1166_1242,0.18376237154
2013_1166_1243,0.390897244215
2013_1166_1247,0.818288862705
2013_1166_1251,0.940906405449
2013_1166_1254,0.902364313602
2013_1166_1257,0.246925786138
2013_1166_1266,0.468804001808
2013_1166_1272,0.319477856159
2013_1166_1274,0.430707275867
2013_1166_1276,0.369318842888
2013_1166_1277,0.283156365156
2013_1166_1278,0.51974439621
2013_1166_1279,0.548179149628
2013_1166_1281,0.478037834167
2013_1166_1285,0.832461416721
2013_1166_1292,0.81675183773
2013_1166_1299,0.979618012905
2013_1166_1301,0.467824190855
2013_1166_1307,0.487247616053
2013_1166_1308,0.752924919128
2013_1166_1314,0.201251715422
2013_1166_1322,0.895183801651
2013_1166_1323,0.426527947187
2013_1166_1326,0.329762011766
2013_1166_1328,0.357780516148
2013_1166_1329,0.349219530821
2013_1166_1332,0.481226921082
2013_1166_1334,0.757980108261
2013_1166_1338,0.244613692164
2013_1166_1355,0.85646623373
2013_1166_1361,0.475564986467
2013_1166_1380,0.97348433733
2013_1166_1387,0.675217628479
2013_1166_1388,0.475367456675
2013_1166_1393,0.201744288206
2013_1166_1396,0.461432278156
2013_1166_1417,0.446283966303
2013_1166_1424,0.463295191526
2013_1166_1433,0.470911115408
2013_1166_1434,0.775796294212
2013_1166_1437,0.258025169373
2013_1166_1443,0.702455937862
2013_1166_1455,0.540054023266
2013_1166_1458,0.23184132576
2013_1172_1181,0.0615063942969
2013_1172_1195,0.843251168728
2013_1172_1196,0.175326809287
2013_1172_1207,0.156170532107
2013_1172_1211,0.147895380855
2013_1172_1217,0.718310952187
2013_1172_1228,0.168708845973
2013_1172_1231,0.245913371444
2013_1172_1233,0.657398641109
2013_1172_1235,0.267059862614
2013_1172_1241,0.759680151939
2013_1172_1242,0.128958046436
2013_1172_1243,0.220902636647
2013_1172_1247,0.683103919029
2013_1172_1251,0.903751015663
2013_1172_1254,0.829245388508
2013_1172_1257,0.159592479467
2013_1172_1266,0.244910910726
2013_1172_1272,0.175558596849
2013_1172_1274,0.279243856668
2013_1172_1276,0.206779181957
2013_1172_1277,0.119674131274
2013_1172_1278,0.315626502037
2013_1172_1279,0.300230264664
2013_1172_1281,0.334235936403
2013_1172_1285,0.726057827473
2013_1172_1292,0.69122594595
2013_1172_1299,0.941623449326
2013_1172_1301,0.256095439196
2013_1172_1307,0.242796346545
2013_1172_1308,0.586020171642
2013_1172_1314,0.0813763439655
2013_1172_1322,0.799657523632
2013_1172_1323,0.210061714053
2013_1172_1326,0.131514713168
2013_1172_1328,0.226767510176
2013_1172_1329,0.216094464064
2013_1172_1332,0.253015697002
2013_1172_1334,0.569484889507
2013_1172_1338,0.146939784288
2013_1172_1355,0.794117748737
2013_1172_1361,0.266864746809
2013_1172_1380,0.934293687344
2013_1172_1387,0.494332909584
2013_1172_1388,0.39302650094
2013_1172_1393,0.111302554607
2013_1172_1396,0.267678529024
2013_1172_1417,0.20513792336
2013_1172_1424,0.387692719698
2013_1172_1433,0.26791241765
2013_1172_1434,0.659406960011
2013_1172_1437,0.140166625381
2013_1172_1443,0.547684550285
2013_1172_1455,0.291134536266
2013_1172_1458,0.125974088907
2013_1181_1195,0.977004230022
2013_1181_1196,0.66488134861
2013_1181_1207,0.695968687534
2013_1181_1211,0.691812992096
2013_1181_1217,0.95843744278
2013_1181_1228,0.795828044415
2013_1181_1231,0.856203436852
2013_1181_1233,0.944345295429
2013_1181_1235,0.792741477489
2013_1181_1241,0.974411725998
2013_1181_1242,0.503483057022
2013_1181_1243,0.791719377041
2013_1181_1247,0.944980800152
2013_1181_1251,0.989857435226
2013_1181_1254,0.984704852104
2013_1181_1257,0.732880473137
2013_1181_1266,0.660008609295
2013_1181_1272,0.822535693645
2013_1181_1274,0.775377392769
2013_1181_1276,0.765279054642
2013_1181_1277,0.708025515079
2013_1181_1278,0.85371440649
2013_1181_1279,0.83195912838
2013_1181_1281,0.735738992691
2013_1181_1285,0.961111187935
2013_1181_1292,0.942674338818
2013_1181_1299,0.996018588543
2013_1181_1301,0.778078496456
2013_1181_1307,0.865209817886
2013_1181_1308,0.952830672264
2013_1181_1314,0.603382468224
2013_1181_1322,0.983228445053
2013_1181_1323,0.508330285549
2013_1181_1326,0.722218453884
2013_1181_1328,0.782903850079
2013_1181_1329,0.765996873379
2013_1181_1332,0.837433815002
2013_1181_1334,0.958652377129
2013_1181_1338,0.623253285885
2013_1181_1355,0.968108713627
2013_1181_1361,0.869160056114
2013_1181_1380,0.994806706905
2013_1181_1387,0.912997364998
2013_1181_1388,0.865088760853
2013_1181_1393,0.602295517921
2013_1181_1396,0.872779071331
2013_1181_1417,0.787241220474
2013_1181_1424,0.829831421375
2013_1181_1433,0.863577067852
2013_1181_1434,0.953655898571
2013_1181_1437,0.711496651173
2013_1181_1443,0.941788494587
2013_1181_1455,0.853333413601
2013_1181_1458,0.649178862572
2013_1195_1196,0.0536425411701
2013_1195_1207,0.0639075189829
2013_1195_1211,0.0433417893946
2013_1195_1217,0.250071525574
2013_1195_1228,0.0474802516401
2013_1195_1231,0.0734875425696
2013_1195_1233,0.25680065155
2013_1195_1235,0.0458088219166
2013_1195_1241,0.354545891285
2013_1195_1242,0.0211290344596
2013_1195_1243,0.049940250814
2013_1195_1247,0.252822697163
2013_1195_1251,0.629081785679
2013_1195_1254,0.523292839527
2013_1195_1257,0.0279067307711
2013_1195_1266,0.0384662970901
2013_1195_1272,0.0491914525628
2013_1195_1274,0.114264443517
2013_1195_1276,0.0837689861655
2013_1195_1277,0.0356347896159
2013_1195_1278,0.0772912576795
2013_1195_1279,0.0939396172762
2013_1195_1281,0.0545127727091
